,Company Name,Company Code
1911,"Shaanxi Sirui Advanced Materials Co.,Ltd.",688102
1912,"Kunshan GuoLi Electronic Technology Co., Ltd",688103
1913,"Nanjing Vazyme Biotech Co., Ltd.",688105
1914,"JINHONG GAS CO., LTD.",688106
1915,"Shanghai Anlogic Infotech Co., Ltd.",688107
1916,SINO MEDICAL SCIENCES TECHNOLOGY INC,688108
1917,"Pinming Technology Co., Ltd",688109
1918,"Dosilicon Co., Ltd.",688110
1919,"Beijing Kingsoft Office Software, Inc.",688111
1920,"Siglent Technologies CO., Ltd.",688112
1921,"Jiangsu Liance Electromechanical Technology Co., Ltd.",688113
1922,"MGI Tech Co., Ltd.",688114
1923,"Smartgiant Technology Co., Ltd.",688115
1924,"Jiangsu Cnano Technology Co.,Ltd.",688116
1925,"ChengDu Sheng Nuo Biotec Co.,Ltd.",688117
1926,"Primeton Information Technologies, Inc.",688118
1927,"Sinosteel Luonai Materials Technology Co., Ltd.",688119
1928,"Hwatsing Technology Co.,Ltd.",688120
1929,"Shanghai Supezet Engineering Technology Corp.,Ltd",688121
1930,"Western Superconducting Technologies Co.,Ltd.",688122
1931,Giantec Semiconductor Corporation,688123
1932,"Guangdong Anda Automation Solutions Co.,Ltd.",688125
1933,"National Silicon Industry Group Co., Ltd.",688126
1934,"Zhejiang Lante Optics Co.,Ltd.",688127
1935,"China National Electric Apparatus Research Institute Co., Ltd.",688128
1936,"DONGLAI COATING TECHNOLOGY（SHANGHAI）CO.,LTD",688129
1937,Hangzhou SDIC Microelectronics Inc.,688130
1938,"Shanghai Haoyuan Chemexpress Co., Ltd.",688131
1939,"Bangyan Technology Co.,Ltd.",688132
1940,"Shanghai Titan Scientific Co.,Ltd.",688133
1941,"Guangdong Leadyo IC Testing Co.,Ltd.",688135
1942,"KEXING BIOPHARM CO., LTD.",688136
1943,Novoprotein Scientific Inc.,688137
1944,Shenzhen Qingyi Photomask Limited,688138
1945,"QINGDAO HAIER BIOMEDICAL CO., LTD.",688139
1946,"JoulWatt Technology Co., Ltd.",688141
1947,"YANGTZE OPTICAL ELECTRONIC Co., LTD.",688143
1948,"Peric Special Gases Co., Ltd.",688146
1949,"Jiangsu Leadmicro Nano Technology Co., Ltd.",688147
1950,"Guangdong Fangyuan New Materials Group Co., Ltd.",688148
1951,"SHAANXI LIGHTE OPTOELECTRONICS MATERIAL CO., LTD",688150
1952,"Hubei Huaqiang High-Tech Co.,Ltd.",688151
1953,"Hunan Kylinsec Technology Co., Ltd.",688152
1954,"Vanchip (Tianjin) Technology Co., Ltd.",688153
1955,"Shanghai SK Automation Technology Co., Ltd.",688155
1956,688156,688156
1957,"SOKAN NEW MATERIALS GROUP CO.,LTD",688157
1958,"UCloud Technology Co., Ltd.",688158
1959,"Shenzhen Neoway Technology Co.,Ltd.",688159
1960,"Kinco Automation（Shanghai）Co., Ltd",688160
1961,688161,688161
1962,"JEE TECHNOLOGY CO., LTD.",688162
1963,"Shanghai Serum Bio-Technology Co., Ltd.",688163
1964,"Efort Intelligent Robot CO.,LTD",688165
1965,"BrightGene Bio-Medical Technology Co.,Ltd.",688166
1966,Focuslight Technologies Inc.,688167
1967,"BEIJING ABT NETWORKS CO., LTD.",688168
1968,"Beijing Roborock Technology Co ., Ltd.",688169
1969,"Suzhou Delphi Laser Co., Ltd.",688170
1970,"Guangdong Weide Information Technology CO,.Ltd.",688171
1971,"Beijing Yandong Microelectronic Co.,Ltd",688172
1972,"Halo Microelectronics Co.,Ltd.",688173
1973,"Zhuhai Comleader Information Science & Technology Co., Ltd.",688175
1974,"Jiangsu Yahong Meditech Co., Ltd.",688176
1975,"Bio-Thera Solutions, Ltd.",688177
1976,"Nanjing Wondux Environmental Protection Technology Corp., Ltd.",688178
1977,"Shanghai Aladdin Biochemical Technology Co., Ltd.",688179
1978,"Shanghai Junshi Biosciences Co., Ltd.",688180
1979,"BeijingBayi Space LCD Technology Co.,Ltd.",688181
1980,"Jiangsu Cai Qin Technology Co., Ltd",688182
1981,"SHENGYI ELECTRONICS CO., LTD.",688183
1982,CanSino Biologics Inc.,688185
1983,"Zhangjiagang Guangda Special Material Co., Ltd.",688186
1984,"Zhuzhou CRRC Times Electric Co., Ltd.",688187
1985,Shanghai Friendess Electronic Technology Corporation Limited,688188
1986,"Hunan Nucien Pharmaceutical Co., Ltd.",688189
1987,"Qingdao Yunlu Advanced Materials Technology Co., Ltd",688190
1988,"Zhiyang Innovation Technology Co.,Ltd.",688191
1989,"Dizal (Jiangsu) Pharmaceutical Co., Ltd.",688192
1990,"Shanghai Rendu Biotechnology Co., Ltd.",688193
1991,"Optowide Technologies Co., Ltd.",688195
1992,"Longyan Zhuoyue New Energy Co., Ltd.",688196
1993,688197,688197
1994,"Beijing Balance Medical Technology Co., Ltd.",688198
1995,"Tianjin Jiuri New Materials Co., Ltd.",688199
1996,"Beijing Huafeng Test & Control Technology Co., Ltd.",688200
1997,"Beijing Infosec Technologies Co., Ltd.",688201
1998,Shanghai Medicilon Inc.,688202
1999,ZHEJIANG HISUN BIOMATERIALS CO.LTD.,688203
2000,"Wuxi Taclink Optoelectronics Technology Co., Ltd.",688205
2001,"PRIMARIUS TECHNOLOGIES CO., LTD",688206
2002,"Beijing Deep Glint Technology Co., Ltd.",688207
2003,"Autel Intelligent Technology Corp., Ltd.",688208
2004,"Shenzhen Injoinic Technology Co., Ltd.",688209
2005,688210,688210
2006,"Wayzim Technology Co., Ltd.",688211
2007,"SHANGHAI AOHUA PHOTOELECTRICITY ENDOSCOPE CO., LTD.",688212
2008,"Smartsens Technology （Shanghai）Co., Ltd，",688213
2009,688215,688215
2010,"China Chippacking Technology Co.,Ltd.",688216
2011,"Shanghai Rightongene Biotechnology Co., Ltd.",688217
2012,"Jiangsu Beiren Smart Manufacturing Technology Co., Ltd.",688218
2013,"Orinko Advanced Plastics Co.,LTD.",688219
2014,"ASR Microelectronics Co., Ltd",688220
2015,Frontier Biotechnologies Inc.,688221
2016,HitGen Inc.,688222
2017,"Jinko Solar Co., Ltd.",688223
2018,"Asiainfo Security Technologies Co., Ltd.",688225
2019,"Wetown Electric Group Co., Ltd.",688226
2020,"Bingo Software Co., Ltd.",688227
2021,"Ucap Cloud Information Technology Co.,Ltd.",688228
2022,"BONREE DATA TECHNOLOGY CO., LTD.",688229
2023,"Shanghai Prisemi Electronics Co., Ltd.",688230
2024,"JIANGSU LONGDA SUPERALLOY CO., LTD.",688231
2025,"GUOTAI EPOINT SOFTWARE CO.,LTD.",688232
2026,Thinkon Semiconductor Jinzhou Corp.,688233
2027,"SICC Co., Ltd.",688234
2028,BeOne Medicines Ltd.,688235
2029,"Beijing Chunlizhengda Medical Instruments Co.,Ltd.",688236
2030,688237,688237
2031,"Obio Technology (Shanghai) Corp., Ltd",688238
2032,"Guizhou Aviation Technical Development Co.,Ltd.",688239
2033,Integrity Technology Group Inc.,688244
2034,"Goodwill E-Health Info Co., Ltd.",688246
2035,Sinotherapeutics Inc.,688247
2036,688248,688248
2037,Nexchip Semiconductor Corporation,688249
2038,"Hefei Jingsong Intelligent Technology Co.,Ltd.",688251
2039,JADARD TECHNOLOGY INC.,688252
2040,"Innovita Biological Technology Co., Ltd.",688253
2041,"Hangzhou Kaierda Welding Robot Co.,Ltd",688255
2042,Cambricon Technologies Corporation Limited,688256
2043,Shareate Tools LTD.,688257
2044,"Jiangsu Eazytec Co.,Ltd",688258
2045,Triductor Technology（Suzhou） Inc.，,688259
2046,"SUZHOU GYZ ELECTRONIC TECHNOLOGY CO., LTD.",688260
2047,Suzhou Oriental Semiconductor Company Limited,688261
2048,688262,688262
2049,"Shanghai Model Organisms Center, Inc",688265
2050,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",688266
2051,"China Catalyst Holding Co.,Ltd.",688267
2052,"Guangdong Huate Gas Co.,LTD",688268
2053,"Kaili Catalyst & New Materials Co.,Ltd.",688269
2054,"Great Microwave Technology Co.,Ltd.",688270
2055,"Shanghai United Imaging Healthcare Co., Ltd.",688271
2056,"Beijing Fjr Optoelectronic Technology Co., Ltd.",688272
2057,"NANJING MEDLANDER MEDICAL TECHOLOGY CO.,LTD",688273
2058,"Hubei Wanrun New Energy Technology Co., Ltd.",688275
2059,Changchun BCHT Biotechnology.Co.,688276
2060,"Tinavi Medical Technologies Co.,Ltd.",688277
2061,"Xiamen Amoytop Biotech Co., LTD.",688278
2062,"Fortior Technology（Shenzhen）Co., Ltd.",688279
2063,"Jing-Jin Electric Technologies Co., Ltd.",688280
2064,"Shaanxi Huaqin Technology Industry Co., Ltd.",688281
2065,"Beijing Navigation Control Technology Co.,Ltd",688282
2066,"Chengdu KSW Technologies Co.,Ltd.",688283
2067,688285,688285
2068,"Memsensing Microsystems（Suzhou, China）Co.,Ltd.",688286
2069,"Hangzhou Hopechart IoT Technology Co., Ltd.",688288
2070,Sansure Biotech Inc.,688289
2071,"Hangzhou Jingye Intelligent Technology Co., Ltd.",688290
2072,"Beijing JCZ Technology Co.,Ltd.",688291
2073,"Beijing Haohan Data Technology Co., Ltd.",688292
2074,"Shanghai OPM Biosciences Co., Ltd.",688293
2075,"Zhongfu Shenying Carbon Fiber Co., Ltd",688295
2076,"Zhejiang Heda Technology Co., Ltd.",688296
2077,688297,688297
2078,"Zhejiang Orient Gene Biotech Co., Ltd",688298
2079,"Ningbo Solartron Technology Co., Ltd.",688299
2080,NOVORAY CORPORATION,688300
2081,iRay Group,688301
2082,Hinova Pharmaceuticals Inc.,688302
2083,688303,688303
2084,"KEDE NUMERICAL CONTROL CO.,LTD.",688305
2085,Ningbo PIA Automation Holding Corp.,688306
2086,"JIAXING ZMAX OPTEC CO.,LTD",688307
2087,"OKE PRECISION CUTTING TOOLS CO.,LTD",688308
2088,688309,688309
2089,"Maider Medical Industry Equipment Co., Ltd.",688310
2090,688311,688311
2091,Shenzhen Yanmade Technology Inc.,688312
2092,"Henan ShiJia Photons Technology Co.,LTD",688313
2093,"Kontour(Xi'an) Medical Technology Co., Ltd.",688314
2094,"Novogene Co., Ltd.",688315
2095,"Beijing QingCloud Technology Group Co.,Ltd",688316
2096,Shanghai ZJ Bio-Tech Co.，Ltd.,688317
2097,"Shenzhen Fortune Trend Technology Co., Ltd",688318
2098,688319,688319
2099,688320,688320
2100,"Shenzhen Chipscreen Biosciences Co., Ltd",688321
2101,Orbbec Inc.,688322
2102,Rayitek Hi-Tech Film Company. Ltd. Shenzhen,688323
2103,"Guangdong Cellwise Microelectronics Co., Ltd",688325
2104,"Beijing Jingwei Hirain Technologies Co., Inc.",688326
2105,"CloudWalk Technology Co., Ltd.",688327
2106,"Shenzhen S-king Intelligent Equipment Co., Ltd.",688328
2107,"Suzhou Iron Technology CO.,LTD.",688329
2108,"Shanghai Holystar Electrical Technology Co., Ltd.",688330
2109,"Remegen Co.,Ltd.",688331
2110,"Shenzhen Bluetrum Technology Co.,Ltd",688332
2111,"Xi'an Bright Laser Technologies Co., Ltd",688333
2112,"Xi’an High Voltage Apparatus Research Institute Co., Ltd.",688334
2113,688335,688335
2114,"Sunshine Guojian Pharmaceutical(Shanghai)Co,.Ltd",688336
2115,"RIGOL TECHNOLOGIES CO., LTD.",688337
2116,Beijing Succeeder Technology INC.,688338
2117,"Beijing SinoHytec Co., Ltd.",688339
2118,"Shenzhen Intellifusion Technologies Co., Ltd.",688343
2119,688345,688345
2120,HUA HONG SEMICONDUCTOR LIMITED,688347
2121,"Yuneng Technology Co., Ltd.",688348
2122,"Sany Renewable Energy Co.,Ltd.",688349
2123,"Jiangsu Feymer Technology Co., Ltd.",688350
2124,"Shanghai MicroPort EP Medtech Co., Ltd.",688351
2125,"Hefei Chipmore Technology Co., Ltd.",688352
2126,"Jiangsu HSC New Energy Materials Co.,LTD.",688353
2127,"Suzhou Mingzhi Technology Co.,Ltd.",688355
2128,"JENKEM TECHNOLOGY CO., LTD",688356
2129,"Luoyang JALON Micro-nano New Materials Co.,Ltd",688357
2130,"CHISON HEALTHCARE TECHNOLOGIES CO., LTD.",688358
2131,"Guangzhou Sanfu New Materials Technology Co., Ltd.",688359
2132,Damon Technology Group Co.，Ltd.,688360
2133,"Skyverse Technology Co., Ltd",688361
2134,"Forehope Electronic （Ningbo）Co., Ltd.",688362
2135,Bloomage Biotechnology Corporation Limited,688363
2136,"Hangzhou Raycloud Technology Co.,Ltd",688365
2137,Shanghai Haohai Biological Technology Co. Ltd.,688366
2138,"Hefei Gocom Information Technology Co.,Ltd.",688367
2139,Bright Power Semiconductor,688368
2140,BeiJing Seeyon Internet Software Corp.,688369
2141,"Shanghai Conglin Environmental Protection Technology Co., Ltd.",688370
2142,"Jiangsu Favored Nanotechnology Co., Ltd.",688371
2143,688372,688372
2144,"Shanghai MicuRx Pharmaceutical Co., Ltd.",688373
2145,688375,688375
2146,"MayAir Technology (China) Co., Ltd.",688376
2147,"Nanjing Develop Advanced Manufacturing Co., Ltd.",688377
2148,"Jilin OLED Material Tech Co.,Ltd",688378
2149,"Hangzhou Huaguang Advanced Welding Welding Materials Co.,Ltd",688379
2150,"Shenzhen China Micro Semicon Co., Ltd.",688380
2151,"Dioo Microcircuits Co., Ltd. Jiangsu",688381
2152,"InventisBio Co., Limited.",688382
2153," Shenzhen Xinyichang Technology Co.,Ltd.",688383
2154,"Shanghai Fudan Microelectronics Group CO.,LTD.",688385
2155,Pan Asian Microvent Tech (Jiangsu) Corporation,688386
2156,"CICT Mobile Communication Technology Co., Ltd.",688387
2157,"Guangdong Jiayuan Technology Co., Ltd.",688388
2158,"SHENZHEN LIFOTRONIC TECHNOLOGY CO.,LTD",688389
2159,"GoodWe Technologies Co.,Ltd.",688390
2160,"Hi-Trend Technology （Shanghai） Co., Ltd.",688391
2161,"SBT ULTRASONIC TECHNOLOGY CO.,LTD.",688392
2162,"Guangzhou LBP Medicine Science & Technology Co., Ltd.",688393
2163,"Shenzhen SINE Electric Co.,Ltd.",688395
2164,China Resources Microelectronics Limited,688396
2165,"Fujian Super Tech Advanced Material CO.,Ltd.",688398
2166,"Jiangsu Bioperfectus Technologies Co., Ltd",688399
2167,"LUSTER LightTech Co., LTD.",688400
2168,"Shenzhen Newway Photomask Making Co., Ltd.",688401
2169,688403,688403
2170,"Arctech Solar Holding Co., Ltd.",688408
2171," Shenyang Fortune Precision Equipment Co.,Ltd.",688409
2172,"SWS Hemodialysis Care Co .,Ltd.",688410
2173,688411,688411
2174,"Zbit Semiconductor, Inc.",688416
2175,"Genew Technologies Co.,Ltd.",688418
2176,"Nextool Technology Co.,Ltd.",688419
2177,"TIANJINMEITENGTECHNOLOGYC0.,LTD",688420
2178,China Railway Construction Heavy Industry Corporation Limited,688425
2179,"Jiangsu Cowin Biotech Co., Ltd.",688426
2180,InnoCare Pharma Limited,688428
2181,688429,688429
2182,"GRINM Semiconductor Materials Co.,Ltd.",688432
2183,"Farsoon Technologies Co.,Ltd.",688433
2184,SHANGHAI INFORMATION 2 SOFTWARE INC.,688435
2185,"Guizhou Zhenhua Fengguang Semiconductor Co.,Ltd.",688439
2186,"Chongqing Genrix Biopharmaceutical Co., Ltd.",688443
2187,"Nanjing CIGU Technology Corp.,LTD.",688448
2188,"Maxio Technology(Hangzhou)Co.,Ltd.",688449
2189,"Suzhou Agioe Technologies Co., Ltd.",688450
2190,"KENGIC Intelligent Technology Co., Ltd.",688455
2191,"GRIPM Advanced Materials Co., Ltd.",688456
2192,Maxic  Technology Incorporated,688458
2193,688459,688459
2194,"GreenTech Environmental Co., Ltd.",688466
2195,"Chemclin Diagnostics Co., Ltd.",688468
2196,"United Nova Technology Co.,Ltd.",688469
2197,"CSI Solar Co., Ltd.",688472
2198,"Hangzhou EZVIZ Network Co.,Ltd",688475
2199,Crystal Growth & Energy Equipment Inc.,688478
2200,688479,688479
2201,"Science Environmental Protection CO.,LTD.",688480
2202,"Southchip Semiconductor Technology（Shanghai）Co., Ltd.",688484
2203,Beijing Jiuzhou yi gui Environmental Technology Co.，Ltd.,688485
2204,Lontium Semiconductor Corporation,688486
2205,"Jiangsu Aidea Pharmaceutical Co., Ltd.",688488
2206,"Sansec Technology Co., Ltd.",688489
2207,"Suzhou QingYue Optoelectronics Technology Co., Ltd.",688496
2208,"Yuanjie Semiconductor Technology Co., Ltd.",688498
2209,"Guangdong Lyric Robot Automation Co., Ltd.",688499
2210,"HCR Co.,Ltd.",688500
2211,"Qingdao Daneng Environmental Protection Equipment Co., Ltd.",688501
2212,MLOPTIC Corp.,688502
2213,"Changzhou Fusion New Material Co.,Ltd",688503
2214,Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co.Ltd,688505
2215,"Sichuan Biokin Pharmaceutical Co.,Ltd.",688506
2216,"Shanghai Suochen Information Technology Co.,Ltd.",688507
2217,Wuxi Chipown Micro-electronics Limited,688508
2218,"Zhengyuan Geomatics Group Co.,Ltd.",688509
2219,"WUXI HYATECH CO.,LTD.",688510
2220,"Smarter Microelectronics（Guangzhou）Co., Ltd.",688512
2221,"Chengdu EASTON Biopharmaceuticals Co.,Ltd.",688513
2222,"Motorcomm Electronic Technology Co.,Ltd",688515
2223,"Wuxi Autowell Technology CO.,Ltd",688516
2224,688517,688517
2225,"Shenzhen United Winners Laser Co.,Ltd.",688518
2226,"Nanya New Material Technology Co., Ltd.",688519
2227,Sinocelltech Group Limited,688520
2228,"VeriSilicon Microelectronics (Shanghai) Co., Ltd.",688521
2229,"Naruida Technology Co., Ltd.",688522
2230,688523,688523
2231,"Biwin Storage Technology Co., Ltd.",688525
2232,688526,688526
2233,"Chengdu Qinchuan IoT Technology Co.,Ltd",688528
2234,"Dalian Haosen Intelligent Manufacturing Co., Ltd.",688529
2235,"Omat Advanced Materials (Guangdong) Co., Ltd.",688530
2236,"Unicomp Technology Group Co., Ltd.",688531
2237,"Suzhou SONAVOX Electronics Co.,Ltd.",688533
2238,"Jiangsu HHCK Advanced Materials Co., Ltd.",688535
2239,3PEAK INCORPORATED,688536
2240,"Everdisplay Optronics (Shanghai) Co., Ltd.",688538
2241,"NanJing GOVA Technology Co., Ltd.",688539
2242,"JIANGXI GUOKE DEFENCE GROUP CO.,LTD.",688543
2243,"Hubei Sinophorus Electronic Materials Co., Ltd",688545
2244,"Guangzhou Guanggang Gases&Energy Co.,Ltd.",688548
2245,"Grandit Co.,Ltd.",688549
2246,688550,688550
2247,"KEWELL TECHNOLOGY CO., LTD",688551
2248,"Aerospace Nanhu Electronic Information Technology Co., Ltd.",688552
2249,"Sichuan Huiyu Pharmaceutical Co., Ltd.",688553
2250,"Qingdao Gaoce Technology Co., Ltd",688556
2251,"BlueSword Intelligent Technology CO., LTD.",688557
2252,"Nantong Guosheng Intelligence Technology Group Co., Ltd.",688558
2253,"Hymson Laser Technology Group Co.,Ltd.",688559
2254,"Crown Advanced Material Co., Ltd.",688560
2255,Qi An Xin Technology Group Inc.,688561
2256,"Beijing Shenzhou Aerospace Software Technology Co., ltd.",688562
2257,"BAIMTEC MATERIAL CO.,LTD.",688563
2258,"Zhejiang Haiyan Power System Resources Environmental Technology Co., Ltd",688565
2259,"Jiangsu Jibeier Pharmaceutical Co., Ltd.",688566
2260,"FARASIS ENERGY (GAN ZHOU) CO., LTD.",688567
2261,"Geovis Technology Co.,Ltd",688568
2262,"Beijing Tieke Shougang Railway-Tech Co.,Ltd.",688569
2263,"Beijing Tianma Intelligent Control Technology CO., LTD.",688570
2264,"HANGZHOU TOKA INK CO.,LTD.",688571
2265,"ShenzhenXinyurenTechnologyCo.,Ltd.",688573
2266,688575,688575
2267,"Chongqing Xishan Science&Technology Co., Ltd.",688576
2268,688577,688577
2269,"Shanghai Allist Pharmaceuticals Co., Ltd",688578
2270,"Dareway Intelligent Technology Co., Ltd.",688579
2271,"Nanjing Vishee Medical Technology Co., Ltd.",688580
2272,"Hangzhou AGS MedTech Co., Ltd",688581
2273,688582,688582
2274,"SCANTECH （HANGZHOU） CO., LTD.",688583
2275,"Wafer Works (Shanghai) Co., Ltd.",688584
2276,"Swancor Advanced Materials Co.,Ltd.",688585
2277,AVIC HEFEI JIANGHANG AIRCRAFT EQUIPMENT CORPORATION LTD.,688586
2278,"LINKAGE SOFTWARE CO., LTD.",688588
2279,Leaguer (Shenzhen) Microelectronics Corp.,688589
2280,"Shanghai Newtouch Software Co., Ltd.",688590
2281,"Telink Semiconductor（Shanghai） Co.,Ltd.",688591
2282,ComNav Technology Ltd.,688592
2283,"Shanghai New Vision Microelectronics Co., Ltd.",688593
2284,"Chipsea Technologies (Shenzhen) Corp., Ltd.",688595
2285,"Shanghai Gentech Co.,Ltd",688596
2286,"Beijing Yupont Electric Power Technology Co.,Ltd.",688597
2287,"KBC Corporation,Ltd.",688598
2288,"Trina Solar Co., Ltd.",688599
2289,"AnHui Wanyi Science and Technology Co., Ltd.",688600
2290,"Wuxi ETEK Microelectronics Co.,Ltd.",688601
2291,688602,688602
2292,"Shanghai Skychem Technology Co., Ltd.",688603
2293,"Sprint Precision Technologies (Jiangsu) Co., Ltd.",688605
2294,"Hangzhou Alltest Biotech Co.,Ltd.",688606
2295,"CareRay Digital Medical Technology Co., Ltd.",688607
2296,688608,688608
2297,"Unionman Technology Co., Ltd.",688609
2298,"Hefei I-TEK OptoElectronics Co., Ltd.",688610
2299,688611,688611
2300,"Shenzhen VMAX New Energy (Group)Co., Ltd",688612
2301,"Allgens Medical Science & Technology Co., Ltd.",688613
2302,688615,688615
2303,"HANGZHOU XILI INTELLIGENT TECHNOLOGY CO., LTD.",688616
2304,APT Medical Inc.,688617
2305,"3onedata Co.,Ltd",688618
2306,"ROPEOK Technology Group CO.,LTD ",688619
2307,"Guangzhou Anyka Microelectronics Co., Ltd.",688620
2308,"Beijing Sun-NovoPharmaceuticalResearchCo., Ltd.",688621
2309,"Guangzhou Hexin Instrument Co., Ltd.",688622
2310,688623,688623
2311,"GCH TECHNOLOGY CO., LTD.",688625
2312,"XiangyuMedicalCo.,Ltd.",688626
2313,"Shenzhen SEICHI Technologies Co., Ltd.",688627
2314,"UNI-TREND TECHNOLOGY（CHINA）CO.,LTD",688628
2315,"Sichuan Huafeng Technology Co., LTD.",688629
2316,"Circuit Fabology Microelectronics Equipment Co., Ltd.",688630
2317,"NANJING LES INFORMATION TECHNOLOGY CO., LTD",688631
2318,"Nantong Xingqiu Graphite Co.,Ltd.",688633
2319,688636,688636
2320,"Shenzhen UTIMES Intelligent Equipment Co., Ltd.",688638
2321,688639,688639
2322,"China Post Technology Co., Ltd",688648
2323,WebRAY Tech Group Inc.,688651
2324,"Beijing Jingyi Automation Equipment Co., Ltd.",688652
2325,"Grand Kangxi Communication Technologies (Shanghai) Co., Ltd.",688653
2326,Shenzhen Xunjiexing Technology Corp. Ltd,688655
2327,"HOB Biotech Group Corp.,Ltd.",688656
2328,"Gstarsoft Co.,Ltd",688657
2329,"Youcare Pharmaceutical Group Co.,Ltd.",688658
2330,"ANHUI YUANCHEN ENVIROMENGTAL PROTECTION SCIENCE&TECHNOLOGY CO.,LTD",688659
2331,"Shanghai Electric Wind Power Group Co., Ltd.",688660
2332,"Suzhou UIGreen Micro&NanoTechnologies Co.,Ltd",688661
2333,"Guangdong Fuxin Technology Co., Ltd.",688662
2334,"WindSunScience&TechnologyCo.,Ltd.",688663
2335,"Cubic Sensor and Instrument Co.,Ltd",688665
2336,"Wuhan LinControl Automotive Electronics Co., Ltd.",688667
2337,"DONGGUAN DINGTONG PRECISION METAL CO.,LTD.",688668
2338,"Polyrocks Chemical Co., Ltd",688669
2339,"JIANGSU GDK BIOLOGICAL TECHNOLOGY CO., LTD.",688670
2340,"BESCIENT TECHNOLOGIES CO.,LTD.",688671
2341,"Hainan Jinpan Smart Technology Co., Ltd.",688676
2342,"Qingdao NovelBeam Technology Co., Ltd.",688677
2343,"Freewon China Co. , Ltd.",688678
2344,"Anhui Tongyuan Environment Energy Saving CO.,LTD.",688679
2345,"Shanghai HIUV New Materials Co.,Ltd",688680
2346,"Shandong Kehui Power Automation Co., Ltd.",688681
2347,"Shanghai Hollywave Electronic System Co.,Ltd.",688682
2348,"GuangDong Leary New Material Technology Co.,Ltd",688683
2349,Jiangsu Maixinlin Aviation Science and Technology Corp.,688685
2350,"OPT Machine Vision Tech Co., Ltd.",688686
2351,"Beijing Kawin Technology Share-Holding Co., Ltd.",688687
2352,"Changzhou Galaxy Century Micro-electronics Co.,Ltd.",688689
2353,SUZHOU NANOMICRO TECHNOLOGY COMPANY LIMITED,688690
2354,"Brite Semiconductor (Shanghai) Co., Ltd.",688691
2355,WUHAN DAMENG DATABASE COMPANY LIMITED,688692
2356,"Suzhou Convert Semiconductor CO., LTD.",688693
2357,"Shandong Cvicse Middleware Co., Ltd.",688695
2358,"XGIMI Technology CO., LTD",688696
2359,"Neway CNC Equipment (Suzhou) Co., Ltd.",688697
2360,"Suzhou Veichi Electric Co.,Ltd.",688698
2361,"SHENZHEN SUNMOON MICROELETRONICS CO., LTD.",688699
2362,"Kunshan Dongwei Technology Co.,Ltd.",688700
2363,"Zhejiang Zone-King Environmental Sci&Tech Co., Ltd.",688701
2364,"Suzhou Centec Communications Co., Ltd.",688702
2365,Guizhou Zhenhua E-chem Inc.,688707
2366,"Chengdu Jiachi Electronic Technology Co., Ltd.",688708
2367,"Chengdu Sino-Microelectronics Tech. Co., Ltd.",688709
2368,688710,688710
2369,"Macmic Science & Technology Co., Ltd.",688711
2370,"Jilin Joinature Polymer Co.,Ltd.",688716
2371,"SolaX Power Network Technology （Zhejiang） Co., Ltd.",688717
2372,688718,688718
2373,"Xi'an Actionpower Electric Co., Ltd.",688719
2374,688720,688720
2375,"ShenZhen Longtu Photomask Co., Ltd.",688721
2376,688722,688722
2377,"LAPLACE Renewable Energy Technology Co., Ltd.",688726
2378,GalaxyCore Inc.,688728
2379,"Anhui Estone Materials Technology Co., Ltd.",688733
2380,"Sinocat Environmental Technology Co.,Ltd.",688737
2381,"Liaoning Cheng Da Biotechnology Co., Ltd.",688739
2382,"Hunan Xiangtou Goldsky Titanium Industry Technology Co., Ltd.",688750
2383,"Suzhou Sepax Technologies Co.,Ltd.",688758
2384,"Puya Semiconductor（Shanghai）Co., Ltd",688766
2385,"HANGZHOU BIOTEST BIOTECH CO.,LTD.",688767
2386,688768,688768
2387,"ZHUHAI COSMX BATTERY CO., LTD.",688772
2388,"Guoguang Electric Co.,Ltd.Chengdu",688776
2389,"SUPCON Technology Co., Ltd.",688777
2390,"XTC New Energy Materials( Xiamen) Co., Ltd.",688778
2391,"Minmetals New Energy Materials(Hunan)Co.,Ltd",688779
2392,688786,688786
2393,Beijing Haitian Ruisheng Science Technology Ltd.,688787
2394,"ShenZhen Consys Science&Technology Co., Ltd.",688788
2395,Hangzhou Honghua Digital Technology Stock Company LTD,688789
2396,"Shenzhen Breo Technology Co., ltd",688793
2397,"SHANGHAI AWINIC TECHNOLOGY CO.,LTD",688798
2398,"HUNAN WARRANT PHARMACEUTICAL CO.,LTD",688799
2399,"Suzhou Recodeal Interconnect System Co.,Ltd",688800
2400,"Tianneng Battery Group Co., Ltd.",688819
2401,Semiconductor Manufacturing International Corporation,688981
2402,Ninebot Limited,689009
2403,900901,900901
2404,900902,900902
2405,900903,900903
2406,900904,900904
2407,900905,900905
2408,900906,900906
2409,900908,900908
2410,900909,900909
2411,900910,900910
2412,900911,900911
2413,900912,900912
2414,900913,900913
2415,900914,900914
2416,900915,900915
2417,900916,900916
2418,900917,900917
2419,900918,900918
2420,900920,900920
2421,900921,900921
2422,900922,900922
2423,900923,900923
2424,900924,900924
2425,900925,900925
2426,900926,900926
2427,900927,900927
2428,900928,900928
2429,"Shanghai Jinjiang International Travel Co., Ltd",900929
2430,900932,900932
2431,900934,900934
2432,900936,900936
2433,900937,900937
2434,900938,900938
2435,"Shanghai Huili Building Materials Co., Ltd.",900939
